Sun Dec 17 00:41:06 +0000 2017,Vegas,,: The pending tax bill is basically Republican piggery; another case of the rich man dancing while the poor man pays the ban
Sun Dec 17 00:41:06 +0000 2017,"Hyderabad, India",,: A UN tour across the US is looking at the mill ppl who officially live in poverty - mill have zero income. Thi
Sun Dec 17 00:41:07 +0000 2017,"Mooresville, NC",,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 00:41:08 +0000 2017,Goa,,: Luv had tears in his eyes while watching HINA during the special screening! Poor guy HOPE he plays INDIVIDUAL now!
Sun Dec 17 00:41:08 +0000 2017,Ayrshire ,,: Spare a thought for poor Nigel. This sad man is stuck in his multimillion pound townhouse after years trapped on
Sun Dec 17 00:41:09 +0000 2017,Cancer | INFP-T,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:12 +0000 2017,"London, England",,: oh diddums why must mummy n daddy be so rich!!!! why cant a have ALL the poor people money?!?!! filthy peasa
Sun Dec 17 00:41:14 +0000 2017,"Amarillo, TX",,": That 'accosted' ""poor black guy"" is my friend - Conservative MP for Braintree, Former London Assembl"
Sun Dec 17 00:41:17 +0000 2017,"Detroit, MI",,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 00:41:20 +0000 2017,"District of Columbia, USA",,: Cutting the 'Individual Mandate' from the ACA (Obamacare) will throw Million people off the healthcare roles. NO
Sun Dec 17 00:41:20 +0000 2017,"Athens, GA",,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:41:20 +0000 2017,"Denver, Colorado, USA",,"So much hyperbole and drama... Poor guy, fighting for survival. I almost feel sorry for"
Sun Dec 17 00:41:21 +0000 2017,#blacklivesmatter ,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:21 +0000 2017,Sunny LA,,LIES. ALL LIES. This monster of a law steals from the poor to give to the rich.
Sun Dec 17 00:41:21 +0000 2017,somewhere south,,": CA suffering from massive problems like poverty, rampant drug abuse, pedophilia in Hollywood, unemployment, debt an"
Sun Dec 17 00:41:22 +0000 2017,"Atlanta, Georgia USA",,Tax cuts have never worked for the middle and poor... trickle economics is a scam
Sun Dec 17 00:41:23 +0000 2017,"Toulouse, France",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:24 +0000 2017,"Nevada, USA",,: Trump is a loathsome con man traitor. He is selling America off to anyone who can
Sun Dec 17 00:41:26 +0000 2017,PeePants Palace,,The other day jr told me how rich ppl used to trick poor ppl into eating lobster (a gross bottom feeder) and then s
Sun Dec 17 00:41:28 +0000 2017,"Ithaca, NY",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:29 +0000 2017,AMERICA,,": CA suffering from massive problems like poverty, rampant drug abuse, pedophilia in Hollywood, unemployment, debt an"
Sun Dec 17 00:41:31 +0000 2017,"Campinas, Brasil",,: hello poors I know u want jobs and healthcare but Im here to tell you theres a better way hear me out imagina
Sun Dec 17 00:41:32 +0000 2017,It's in the trees! It's coming,,Poor thing has to get by on a year as an MEP (plus eenses...which he has claimed came to ). For th 9
Sun Dec 17 00:41:33 +0000 2017,Cornwall/London,,: Spare a thought for poor Nigel. This sad man is stuck in his multimillion pound townhouse after years trapped on
Sun Dec 17 00:41:33 +0000 2017,crying my eyes out,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:33 +0000 2017,was @redwendys,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:33 +0000 2017,United Corps for Profit ,,: The poor man's possessions are the rich man's prey. ~ Armenian proverb
Sun Dec 17 00:41:34 +0000 2017,"Carlsbad, CA",,Holy Shit . Was it your goal to tank your biz on ? You look like a psycho bitch. Id never b
Sun Dec 17 00:41:36 +0000 2017,he/23/WI/bi and trans/disabled,,every time i tell someone im too poor for further schooling and they tell me just get a loan i do a fucking doubl
Sun Dec 17 00:41:36 +0000 2017,"King of Tyrannical Tirades, Purgatory, Pagan Rome",,Poor Nin
Sun Dec 17 00:41:36 +0000 2017,earth ! namma bengaluru ,,: This is one of the best pic I saw in .. Feel sad bcz of poor infrastructure of School.. but that spirit & passi
Sun Dec 17 00:41:37 +0000 2017,Wherever the road/trail leads.,,": Those who truly loves the poor people, then and now."
Sun Dec 17 00:41:39 +0000 2017,Trinidad,,: charged with obstructing traffic after Maloney residents set fire to debris along CR Highway in protest over poor water supply
Sun Dec 17 00:41:40 +0000 2017,Boise Idaho,,": It seriously is Paul Ryan's dream to kick poor people off of Medicaid and Medicare,"
Sun Dec 17 00:41:42 +0000 2017,Melbourne,,Haunted left me breathless. I wanted to hug the poor house.
Sun Dec 17 00:41:42 +0000 2017,UK,,: Youre welcome. A pity it wasnt better news. Poor Baby!
Sun Dec 17 00:41:42 +0000 2017,"Queens,NY",,: I drink the salty tears of your disillusionment. || Poverty-stricken Trump supporters are feeling be
Sun Dec 17 00:41:42 +0000 2017,"Iowa, USA",,: Its called starve the beast. Balloon the debt so they have to cut e
Sun Dec 17 00:41:44 +0000 2017,"Bothell, WA",,Then why are you pushing this tax bill instead of on that would actually help the poor and mi
Sun Dec 17 00:41:44 +0000 2017,bgroups and ggroups || khh,,: Beggarmys are blaming E for poor sales in the Olympics when no announcement regarding official performers nor end
Sun Dec 17 00:41:45 +0000 2017,"SOCAL, USA",Washington,": US lawmakers are redistributing income from the poor to the rich, according to massive new study - Washington Post"
Sun Dec 17 00:41:46 +0000 2017,STILL wide awake?,,WANT THESE RIGHT NOW EX TTYN UR POOR U DORA GO .
Sun Dec 17 00:41:47 +0000 2017,"Lincoln, England",,: oh diddums why must mummy n daddy be so rich!!!! why cant a have ALL the poor people money?!?!! filthy peasa
Sun Dec 17 00:41:48 +0000 2017,"Florida, USA",,: Clinton's getting rich off poor Haitians.
Sun Dec 17 00:41:49 +0000 2017,a house,,: my ajit pai drawing really annoyed a sect of right-wing folks who don't like that i made fun of the poor little guy
Sun Dec 17 00:41:50 +0000 2017,Mar-A-Lago,,Oh the poor grannies. Lets get rid of the illegal grannies and MS .
Sun Dec 17 00:41:53 +0000 2017,"Flint, MI",,"Poor Brutus! If they don't set him free, we'll take to the streets!"
Sun Dec 17 00:41:55 +0000 2017,United States,,My mother lives in poverty and spends everything I give her should I stop paying her debts?
Sun Dec 17 00:41:55 +0000 2017,Burleson TX USA,,: Isn't it Amazing that all we heard about from for years was the Debt? Now for people who
Sun Dec 17 00:41:56 +0000 2017,United States,,": Why are we talking about like its about saving memes? Without access to the internet, its almost i"
Sun Dec 17 00:41:57 +0000 2017,NoneOfYaBizness,,: Eastside niggas gone always prosper though cause they not petty & poor like these west side niggas.
Sun Dec 17 00:41:58 +0000 2017,the valley,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:41:58 +0000 2017,She/ her,,I didnt notice Sam was scratching his arm. A subtle nervous habit. Poor Sam
Sun Dec 17 00:41:58 +0000 2017,"Huntington Beach, CA",,: Isn't it Amazing that all we heard about from for years was the Debt? Now for people who
Sun Dec 17 00:42:00 +0000 2017,Lagos City,,My bro doesn't allow his kids watch 'Regular Show'. Poor children don't know what they're missing.
Sun Dec 17 00:42:00 +0000 2017,"Nutley, NJ",,"Ralph, he hasn't hunted in five years now."" ""How so?"" ""It seems that poor Ralph was using the grinder and he got h"
Sun Dec 17 00:42:01 +0000 2017,South Florida,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:01 +0000 2017,United States,,This poor Junkrat thought he was outsmarting me... 2
Sun Dec 17 00:42:01 +0000 2017,"Tallahassee, FL",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:01 +0000 2017,Castle of Lions,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:03 +0000 2017,"England, United Kingdom",,I do hope you're making a really poor joke here and not being serious.
Sun Dec 17 00:42:05 +0000 2017,Upper East Side Manhattan,,"Respectfully, the GDP growth mostly goes to the top which is NOT what the poor voted for him to do. Let's measure"
Sun Dec 17 00:42:05 +0000 2017,"Berkeley, CA",,: This is Aunti Frances. Aunti Frances is a Black Panther and co-founder of Self-Help Hunger Program. She is facing
Sun Dec 17 00:42:05 +0000 2017,"Carson City, Nevada",California,This is so heartbreaking. Poor California can't catch a break from the flames.
Sun Dec 17 00:42:07 +0000 2017,california,,": ""I like weed but I also hate poor people"""
Sun Dec 17 00:42:09 +0000 2017,"Hollywood, FL",,: I am also the biggest advocate for four Loco because I am just a poor boy who needs to get drunk
Sun Dec 17 00:42:11 +0000 2017,Solihull,,": Villa fans very poor today considering they were th in the league, when Blues came near the bottom they out sung us for m"
Sun Dec 17 00:42:11 +0000 2017,BONN,,Noch vor std kcal Mahlzeit gegnnt und jetzt wieder Hunger an Trainingstagen ist es immer dieser struggle
Sun Dec 17 00:42:13 +0000 2017,"Chapel Hill, North Carolina",,": . With approaching, heed lessons of Jesus to care for the poor, sick, children, hungry, NOT"
Sun Dec 17 00:42:14 +0000 2017,"San Francisco, CA",,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:15 +0000 2017,Croatia,,NPR: The polar bear depicted in a viral video was seemingly exhausted from hunger and was believed to be hours from
Sun Dec 17 00:42:15 +0000 2017,NC/NY Seeking rep for series,,: Feeding horses at same time keeping Inca quite & confined to top of hay bale. Healing poor pups foot
Sun Dec 17 00:42:18 +0000 2017,htx/atx,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:19 +0000 2017,Kansas City,,"I'm so very sorry for the poor eerience. If you'd like to DM me your name and contact info, I can fo"
Sun Dec 17 00:42:20 +0000 2017,"New York, USA",,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 00:42:21 +0000 2017,"Wyomissing, PA",,"Christmas wish: Reduce poverty with education, jobs, volunteerism, and advocacy"
Sun Dec 17 00:42:21 +0000 2017,"Toronto, Ontario CANADA",,Raikkonen insists he still has hunger to race in F1
Sun Dec 17 00:42:22 +0000 2017,"Birmingham, England",,: oh diddums why must mummy n daddy be so rich!!!! why cant a have ALL the poor people money?!?!! filthy peasa
Sun Dec 17 00:42:22 +0000 2017,"Carluke, Scotland",,"Looked like a warm up from the first kick of the ball, not matching the work rate of st j, tactics"
Sun Dec 17 00:42:23 +0000 2017,"Wales, United Kingdom",,: Thank you for elaining it to all of us poor women with teensy little brains who are taking things
Sun Dec 17 00:42:23 +0000 2017,"Bay Area, CA",,My poor guy.
Sun Dec 17 00:42:26 +0000 2017,DMV,,Highlight of '84 Christmas Carol: George C. Scott's facial eression when approached to make the poor slightly more comfortable.
Sun Dec 17 00:42:26 +0000 2017,"Los Angeles, CA",,Hard working Americans. The hard working rich who work hard and screwing the middle class and poor. You will lose in .
Sun Dec 17 00:42:26 +0000 2017,on the pitch,,: years of bad luck for anyone who doesnt say amen & Retweet this poor baby
Sun Dec 17 00:42:27 +0000 2017,+62,,: Poor liner and They did it again made it worst! fo
Sun Dec 17 00:42:27 +0000 2017,Great Britain,,"Oh diddums, now you know what the rest of the poor bastards in this country feel like, you never de"
Sun Dec 17 00:42:28 +0000 2017,Bay Area,,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
Sun Dec 17 00:42:28 +0000 2017,London EC1V,,If one makes the logical swap: Much of May's support comes from people who seem genuinely to hate poor people...
Sun Dec 17 00:42:28 +0000 2017,"Cambridge, England",,: Oh dear. Killing for fun. Prince Harrys not so nice after all. Diana would be disappointed. Poor Meghan Markle.
Sun Dec 17 00:42:28 +0000 2017, ,,": The is on a mission to make life hard for the poor & middle class. In order to fix this, we must"
Sun Dec 17 00:42:29 +0000 2017,Athens WV,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:31 +0000 2017,"New Mexico, USA",,Yes a good fucking to the working poor from the Republicans and the rich and rich corporations who will actually ge
Sun Dec 17 00:42:32 +0000 2017,"Tucson, AZ",,: Following your feelings is a very poor long term strategy
Sun Dec 17 00:42:32 +0000 2017,Bangalore,Kerala,": Tonnes of Karnataka govt procured rice (Anna Bhagya rice) meant for poor people being smuggled in Kerala, caught"
Sun Dec 17 00:42:33 +0000 2017,Citizen of the World #FBPE,,: Wow! MP launches shocking attack on headteacher for daring to speak about poverty & hunger some of her pupils face.
Sun Dec 17 00:42:34 +0000 2017,Mayawest,,": ""I'm gay and wanna be able to get married in peace...but I still hate poor people. ...I could also do without the"
Sun Dec 17 00:42:34 +0000 2017,YEG... and left of centre,,": Guy Lafleur (one of the greatest skaters in history) was told at yrs old he was a poor skater and had ""weak"
Sun Dec 17 00:42:35 +0000 2017,Hell,,lmao wish i wasnt so fucking poor
Sun Dec 17 00:42:36 +0000 2017,"Ontario, Canada",,": Apparently Im the poor black guy that got accosted by young Tories. For those who were worried, I can confirm"
Sun Dec 17 00:42:37 +0000 2017,MySweetDomain,,: The Republican tax plan hurts: -The poor -The middle class -The sick -The disabled -The elderly It helps: -Million
